Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Ano (Código),Ano,Variável (Código),Variável,Unidade da Federação (Código),Unidade da Federação,Condição em relação à força de trabalho na semana de referência (Código),Condição em relação à força de trabalho na semana de referência,Situação do domicílio (Código),Situação do domicílio
3,Unidade da Federação,2,%,1.2,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,32,Espírito Santo,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.2,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,33,Rio de Janeiro,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.5,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,35,São Paulo,32860,Total,6795,Total
3,Unidade da Federação,2,%,2.0,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,41,Paraná,32860,Total,6795,Total
3,Unidade da Federação,2,%,2.8,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,42,Santa Catarina,32860,Total,6795,Total
3,Unidade da Federação,2,%,2.7,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,43,Rio Grande do Sul,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.5,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,50,Mato Grosso do Sul,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.9,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,51,Mato Grosso,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.4,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,52,Goiás,32860,Total,6795,Total
3,Unidade da Federação,2,%,1.8,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,53,Distrito Federal,32860,Total,6795,Total
